,Acoustic Firmness Index,Atmospheric Pressure at Harvest (Pa),Bitterness Scale,Circumference (mm),Color Intensity (a.u.),Find Distance from Main Vulcano (km),Length (mm),Luminescence Intensity (a.u.),Magnetic orientation (degree),Odor index (a.u.),Seed Count,Skin Thickness (mm),Soil pH where Grown,Sugar Content (mg),Weight (mg),pH,Edible
342,23.2,102132.0,0.0,239.95070342165337,62.36,22.00775779743982,37.92918501166016,0.0019299318565392308,139.24278679520316,4.043641773030654,50.11403779666655,2.0,7.42,10298.0,105814.78259989925,3.339224618907476,0.0
343,16.9,105217.0,0.0,164.27550621410964,60.4,30.847544755533843,26.930351320227224,0.0033851567732789325,132.01525977547655,8.520486322229587,44.50533662851909,5.0,7.26,15089.0,37865.18259989925,4.95,1.0
344,29.3,92915.0,2.0,191.10844420739977,62.35,40.749710666033536,31.22310044141661,0.0006340863172623721,14.974919318955457,7.02938078144923,0.0,5.0,7.34,9880.0,65209.18259989925,4.88,0.0
345,23.7,95978.0,3.0,223.63419829921614,60.8,94.30465543328243,36.51569551118297,0.001214674481170854,176.97046529349586,18.270176445411202,74.58777935315138,2.5,7.84,11039.0,98279.98259989923,5.734764967988363,0.0
346,18.1,95227.0,5.0,204.94656218244936,55.85,41.66215904022195,32.92779089735703,0.0041663128164785,316.57852860052776,11.84682416272855,84.55786352004958,6.5,6.84,10632.0,69656.38259989923,3.6074192861353254,0.0
347,10.0,102470.0,3.0,173.7370505702034,69.27,84.57877278675437,27.26534818519834,0.006557161796235526,29.62098390963089,10.55116789035066,80.85248810923747,5.0,7.55,13820.0,44554.18259989925,5.15,1.0
348,21.1,103688.0,3.0,206.5916457279437,76.86,54.70491900947178,32.314587376809136,0.0050910812264781434,341.0951509720834,6.147659739249763,107.243619997483,4.0,7.47,11063.0,70031.18259989924,5.11,1.0
349,15.4,108601.0,3.0,228.8488336660842,59.85,12.88743210413665,36.74034112026005,0.0025916328494387563,129.6205258124231,27.298084352814875,77.19675022498257,2.0,7.31,10528.0,98332.78259989925,3.830940151317785,0.0
350,18.9,107091.0,1.0,232.35029955078244,63.96,51.87344678705352,37.032119484599534,0.00273726945882735,64.37879196669044,4.715509915861817,0.0,3.0,7.78,11441.0,101939.98259989923,3.203723636002101,0.0
351,22.3,106934.0,2.0,182.84289741523207,59.96,10.817424071425883,29.69971603093089,0.00016454380588832223,344.0146059959611,10.716607644106391,0.0,4.5,8.16,12046.0,49734.18259989924,5.19,1.0
352,23.9,93481.0,0.0,180.10386169688837,61.62,81.82719530275739,29.04729081494057,0.0018611662972377158,183.71478080260013,16.1641365321069,53.73053804910728,5.5,7.56,12096.0,50227.18259989924,4.93,1.0
353,10.1,96002.0,0.0,192.833084236484,58.46,93.95527427501563,30.63286130906784,0.004430702990518481,70.21831387037271,3.724896264808458,57.991568738251516,4.0,6.62,14825.0,50299.18259989924,5.05,1.0
354,18.0,95815.0,0.0,210.94063610929103,62.55,51.43788944550786,32.70556863034486,0.006073441037487573,212.76727202118872,8.246289938720711,29.56473967600475,2.0,,11727.0,71459.18259989924,4.96,1.0
355,21.7,99686.0,1.0,213.94136869470262,57.25,73.60313846167514,35.038927312693595,0.0005143687997528028,230.94688313519484,101.99579614098045,15.040252988446404,1.5,6.78,13821.0,87983.98259989923,5.552860029124381,0.0
356,22.4,114237.0,1.0,222.35732238519785,57.1,18.7395798454507,35.69106004793603,0.005045499847639311,182.84643140246297,13.173979106690137,49.68474973875895,4.0,6.63,11944.0,87674.86259989924,4.0884909127905225,0.0
357,21.3,106144.0,4.0,224.07129789562745,66.0,19.11182517130317,35.21719754995623,0.00026613468733406977,254.29986356252687,4.404467013741681,0.0,4.5,7.16,14323.0,88436.18259989924,4.96,1.0
358,20.5,102954.0,0.0,252.15854954301508,62.96,24.317945544345157,39.980293555924625,0.00038876075783513453,160.6580984098042,19.04277496147969,18.67056179640963,4.0,7.0,12273.0,133690.54259989923,3.875800733015863,0.0
359,23.6,99627.0,1.0,183.29878906089738,52.21,27.57347167425245,29.055787222216036,0.0052182485015814075,230.26731695175073,5.517506932177997,14.258586963117395,5.0,7.22,12291.0,54881.18259989924,4.84,1.0
360,22.8,99071.0,0.0,218.19598959825237,64.84,44.13864317986885,34.58629647191403,0.0002525454198055944,66.33703123935668,11.615254516621079,22.566241516369892,5.0,7.1,13766.0,79504.18259989924,5.02,1.0
361,18.9,102268.0,1.0,224.806597525426,64.95,49.31631489181207,35.371005641328196,0.0007622236830794893,164.56844710377388,21.805686088521256,46.675788486612845,4.5,7.17,10517.0,89237.98259989923,5.820497368893694,0.0
362,9.3,101378.0,5.0,234.57190806740493,78.28,50.08062230178429,36.80812631613782,0.011647922370514208,61.365736262362574,26.431251842939183,68.2940404965649,3.5,7.26,13869.0,93998.38259989923,3.747887219616774,0.0
363,28.9,103996.0,0.0,217.06197208179995,51.82,3.557394935886297,34.05029636983793,0.004527494477946959,284.2991185769945,13.638384137811306,13.074804836820427,4.5,6.61,10095.0,84002.18259989924,4.57,1.0
364,23.2,105351.0,1.0,238.94042602998948,57.45,79.69712413121457,38.65808188254765,0.0023084793513853813,266.63820941936024,79.94445079906818,0.0,5.0,7.7,11047.0,111889.90259989924,4.000452028736264,0.0
365,19.3,107871.0,0.0,195.50187322112802,64.07,8.528579490244885,30.71554271806751,0.0092946075310991,220.74414408704376,9.15692603261278,45.008277353376286,4.0,6.52,15086.0,57767.18259989924,4.96,1.0
366,4.6,100331.0,0.0,202.61066732170102,76.03,29.72393809540526,32.06625828811045,0.008852034000778091,34.78959394183141,10.465939724121391,0.0,2.5,7.3,13855.0,67172.18259989924,5.12,1.0
367,22.1,98254.0,0.0,176.1712619997958,55.8,42.43579158555354,28.636096459380234,0.008719775158299786,47.39277913119001,5.264557775083118,33.23041836631648,2.5,6.53,15284.0,50756.18259989924,5.07,1.0
368,21.9,100123.0,4.0,212.37959378607178,57.67,22.221943023467265,33.13318624384235,0.0072449360530771004,179.27239321926075,5.58463628346093,0.0,3.5,6.83,11026.0,68131.18259989924,5.12,0.0
369,28.9,95977.0,5.0,218.69605729735432,50.69,35.831348664012836,34.51684772689517,0.0054177234986422795,159.72338057060654,12.25928867264127,0.0,5.0,7.17,11173.0,86859.18259989924,4.75,0.0
370,27.0,100067.0,2.0,228.7892441804243,53.17,20.52731027911279,36.54925496925173,0.012865058909511925,48.43847588790267,43.81087032997423,83.50625425995469,3.0,7.13,15270.0,92336.38259989923,3.5451108830434865,0.0
371,15.9,101006.0,0.0,202.13937943423153,81.02,23.769249632609014,32.42239081426742,0.001290113195372244,9.627749552763415,18.813359906879615,0.0,5.0,6.92,15169.0,74894.18259989924,5.13,1.0
372,22.9,106652.0,4.0,253.12302484609557,73.54,57.8378097939509,41.060356481438,0.0014890911088447807,3.5791722198821407,39.7571248946109,51.53388186272605,5.5,8.02,9255.0,131478.70259989923,4.54074149738788,0.0
373,32.5,105856.0,2.0,218.23945454258103,65.08,9.961990229792077,33.799303435646614,7.911655774447295e-05,120.03943519921141,21.842794940269897,0.0,2.0,8.21,4566.0,73202.18259989924,4.71,0.0
374,17.9,100764.0,0.0,201.20504580830172,77.65,48.018560695921174,32.74199053231096,0.0015638948284444703,112.9238584877969,6.128391555177174,83.5153134684834,2.5,8.04,13403.0,71522.18259989924,5.24,1.0
375,25.4,104323.0,1.0,177.51341757178756,52.52,34.50440850836713,29.065276127751968,0.0015460348123950034,147.22388462195488,24.435927745980244,48.08176153514944,5.0,6.75,11830.0,44281.18259989925,5.05,1.0
376,7.5,101544.0,5.0,225.81574434735157,68.24,107.13513234090284,35.74239599170666,0.0027411564279493086,314.6860052521993,15.413054400191426,17.930441260975186,3.5,8.12,12641.0,89819.02259989921,4.218112971837231,0.0
377,24.5,100290.0,0.0,221.21055107853104,54.93,45.18089349951728,35.26716448541426,0.004112148405333991,277.3717112231149,5.263634791823324,35.62186026659013,3.0,6.88,14800.0,90992.18259989924,4.92,0.0
378,22.3,98848.0,1.0,236.92040855355776,70.74,11.326477818655993,36.93870874222803,0.000554207569770048,227.51891213972166,13.584659185270489,0.0,5.0,8.31,7160.0,105686.38259989923,5.352673722321035,0.0
379,22.9,103412.0,0.0,176.26601700953432,65.12,49.24419541148739,28.299595794203032,0.0005028444847365523,50.67862537898958,8.188721237435248,0.0,5.0,7.04,9461.0,48116.18259989924,4.64,0.0
380,27.0,97072.0,1.0,220.9853119734532,65.13,15.080121104239787,35.24619404485103,0.0008498448636386141,336.4861727506592,13.781565924993306,61.89213049973006,4.0,7.07,15264.0,83592.18259989924,4.89,1.0
381,31.0,100183.0,2.0,178.00154125681854,74.12,12.051435811792368,29.102805658366947,0.0009435409572486336,240.40277091510893,12.902700318278336,33.34371042062863,3.5,6.92,10192.0,46851.18259989924,4.51,0.0
382,14.3,98509.0,0.0,214.40375866272555,61.12,93.39054027400027,34.44769445114214,0.005009837053246826,62.22856937580809,7.552104857709904,94.14982294672394,5.0,7.3,11922.0,83872.18259989924,4.97,1.0
383,16.8,104185.0,3.0,215.7495926662218,57.22,92.04980762283465,33.99817986586681,0.013975466222157024,349.684950055589,26.470436085261607,77.48706511298073,3.0,7.68,12041.0,70940.18259989924,4.99,1.0
384,14.9,105078.0,0.0,186.16067066038175,54.29,49.585744673621114,29.15928562857361,0.0023178967383733905,41.562280133627475,3.845438575777574,47.90756588931829,3.5,7.39,11152.0,45395.18259989925,5.04,1.0
385,17.6,99380.0,0.0,168.38220670163793,66.46,32.95003465202246,26.931777367450838,0.0005386655529489694,279.78267021966366,6.737378499793044,85.14118382423484,2.5,6.88,12562.0,37530.18259989925,5.02,0.0
386,15.8,103512.0,0.0,228.3768172372666,75.64,33.47660707474681,35.560296970924895,0.0030376150862545855,166.27910415501168,21.461231706079282,66.43046890719725,6.5,8.15,10406.0,93840.94259989922,4.207115168850185,1.0
387,29.5,96835.0,3.0,232.96811326049783,61.02,30.59335456918405,37.21200605062262,0.0006233229696621307,116.11112549928112,34.36761961606615,0.0,4.0,7.53,10421.0,97250.38259989923,3.1333392445736776,0.0
388,18.9,102817.0,5.0,238.7289944934751,57.24,17.096339392614706,36.86303629211055,0.0031066185212612505,68.28891536578689,4.597884645941852,60.33922808864361,2.5,8.0,11454.0,90292.78259989925,3.423018778901829,0.0
389,25.4,102044.0,2.0,259.6683413296527,59.79,51.95706381176038,40.10832825226799,0.002186402910797223,226.01182331595385,14.856153655079256,0.0,6.0,6.77,13577.0,120388.78259989925,5.756278696889556,0.0
390,12.8,96948.0,4.0,174.48579883446595,54.57,32.682947030607046,27.352207306706056,0.0053694758502840015,144.4036301371267,11.553080228892586,78.43545400593347,6.0,8.08,11787.0,38981.18259989925,4.98,1.0
391,18.4,110758.0,0.0,188.0069829295022,56.3,18.664730627191076,29.819032260466777,0.0003943591318448802,258.3650430767879,6.862754454080902,0.0,4.5,7.24,14273.0,53368.18259989924,4.84,1.0
392,23.4,93655.0,3.0,221.10078214126813,61.22,10.926861323361468,35.17958140863386,0.001686034329250343,339.3254011163765,7.988253767516621,49.13422199943851,4.0,8.03,10798.0,80913.58259989924,3.4151147143522405,0.0
393,22.2,100480.0,0.0,193.98679511992012,51.76,9.38603193258941,30.32004659900098,0.0029491617717590977,290.6184842570071,5.160784173729345,5.710643525043388,3.0,7.44,13439.0,55368.18259989924,4.84,1.0
394,14.2,100989.0,0.0,165.67135573766964,71.41,37.68824029737099,26.95567984695544,0.0033927939054523254,128.72030946757624,5.039056321773274,84.48846258748101,7.0,7.81,12734.0,38799.18259989925,5.2,1.0
395,12.7,106848.0,0.0,211.4367696100185,64.24,99.71487808459558,33.10904284090478,0.009765455686490681,243.52969966145233,18.07310054852795,23.595743921638636,2.5,7.68,14847.0,75502.18259989924,4.97,1.0
396,18.1,98049.0,0.0,219.54271326497874,60.41,13.977148561992951,34.327472648969426,0.000517012232469461,68.90159478835308,7.61499652386725,11.93013814168059,3.0,6.41,12744.0,78992.18259989924,4.85,1.0
397,26.0,95830.0,3.0,226.2273078959346,69.49,24.587142373576924,36.21230269287751,0.0029717711212910196,206.6998538805115,30.746046088733998,82.46441018999067,4.0,7.35,8945.0,98153.74259989923,3.8557058570019875,0.0
398,21.2,106270.0,0.0,188.5324895707503,48.91,27.517920991072756,29.592765545196194,0.003524198226576721,100.73267271387988,26.352679354098964,0.0,5.0,6.75,12931.0,49541.18259989924,5.1,1.0
399,20.4,107035.0,0.0,199.37930571376384,63.66,12.20563584971594,31.596588958600286,0.00045793880334793566,224.47270196992272,32.45486833897923,18.182809539820546,4.0,7.52,11555.0,59890.78259989925,5.7057546655094775,0.0
400,13.4,110580.0,0.0,197.05208447492694,73.37,38.04784869671586,31.374548580110893,0.0008792815285826864,186.3006942134396,9.448534978475696,74.60622123636816,4.0,7.75,13518.0,64776.18259989925,5.09,1.0
401,23.8,102358.0,0.0,218.3249762395928,68.98,25.22578603153258,35.059223526197094,0.0016198417118165605,128.44825459157474,13.438513851469684,1.7674270400160275,2.0,7.11,14666.0,77978.18259989924,5.04,1.0
402,15.1,109658.0,1.0,212.72575628497148,67.74,45.42720623016233,33.41759350082649,0.00045169867689480686,104.35600044325923,6.2223965661436536,30.038216588249163,4.0,6.89,16634.0,73944.18259989924,5.02,1.0
403,25.8,98505.0,3.0,250.64148150308822,63.92,73.39547843077352,40.57015531648568,0.006533037464193177,304.70742931491714,18.046333111115217,66.553915703365,3.0,6.91,6641.0,139117.90259989924,3.956383347974902,0.0
404,29.9,101293.0,0.0,164.1349622052299,74.86,12.744633884655535,25.66499738770767,0.0022558399728530363,240.33359103040527,6.7010100534447,0.8480624064114899,4.5,6.27,10781.0,35219.18259989925,4.66,1.0
405,20.7,103470.0,5.0,224.75360769456069,62.0,9.1643071426779,36.50586645610635,4.7438674400094094e-05,301.95669721867296,32.129056881518466,20.66732939519818,2.5,7.34,11149.0,100142.38259989923,4.1874040489673,1.0
406,17.9,102293.0,0.0,215.91605008591802,61.65,27.770270557561375,35.028226223666934,0.0023740483657665647,177.64417700238434,15.002753660929292,83.2415587138873,6.0,8.24,12291.0,83098.18259989924,4.86,1.0
407,25.9,94062.0,0.0,221.47605063679853,59.86,97.90095381448712,35.30127242344453,0.0010419248228672505,38.74912001283285,21.08797081142366,18.037769282281886,1.5,6.85,15744.0,81474.18259989924,4.96,1.0
408,29.3,104504.0,1.0,171.0982410380806,58.15,20.30494352065536,28.195072951469264,9.318926893387585e-05,144.22539358481893,2.51748822938623,109.766189880442,2.5,7.03,12698.0,44921.18259989925,4.89,1.0
409,30.9,97436.0,3.0,229.33291432081649,72.02,65.0437633367595,36.408643544464525,9.49564214612009e-05,262.7580120414413,19.86675602868432,14.627917842770898,1.0,6.12,8855.0,91259.98259989923,3.0764874760989476,0.0
410,29.6,99447.0,1.0,169.0117465592593,64.35,47.242976229339064,27.495239489688093,0.000529178664051018,288.07648054659796,2.6304662557510157,74.69658433359585,3.5,7.64,10127.0,41623.18259989925,4.59,0.0
411,11.8,103065.0,4.0,226.18820016888773,81.36,83.65990012765228,35.23475113948066,0.0011959348130069318,68.3351022394439,63.38299419361772,5.8528099940490605,2.5,7.65,13239.0,88069.18259989924,,0.0
412,31.1,98272.0,0.0,202.6759010428909,59.9,25.50147043680796,33.158216069981094,0.00847311244860232,357.7443837557652,5.740818370940426,0.0,4.0,7.57,11625.0,73376.18259989924,4.66,0.0
413,20.7,97074.0,5.0,200.5014520568424,56.14,38.26643738346325,32.47187625855096,0.0017677025555873362,234.91777730651143,38.28514216763481,18.39668805816155,3.0,7.03,12890.0,65701.18259989924,5.6182848912955885,0.0
414,7.9,98641.0,0.0,169.22397636264293,70.65,24.419478558694166,26.913761823782917,0.0007730436026454411,241.94603273687548,21.28782549034821,38.925681396848276,3.0,6.5,11641.0,39504.18259989925,5.13,1.0
415,29.5,103015.0,2.0,165.95288396448993,60.73,12.516770080160613,26.78846750079905,0.00016171362461046712,226.34079062617383,7.184334828911353,52.98332090814171,4.5,6.97,9741.0,43925.18259989925,4.7,0.0
416,24.0,111340.0,3.0,184.6363590384003,48.26,69.29854052011748,30.058819619080555,0.006584965695012002,191.88799916657425,4.843126500541747,0.0,6.5,6.1,14438.0,61088.18259989924,4.84,1.0
417,15.4,103268.0,0.0,218.66434791192088,58.24,58.73448083765734,34.28153295513841,7.405969409366479e-05,281.2338211448811,12.348685604516083,63.51224004226236,7.0,8.1,15319.0,84305.18259989924,4.86,1.0
418,12.3,107255.0,0.0,179.14447002543082,71.86,28.002450401855263,28.23982556817671,0.0020751616843460888,326.922963978992,11.645142664695644,91.43290938737626,2.5,6.86,14607.0,44245.18259989925,5.13,1.0
419,24.9,103453.0,2.0,234.2423835460719,70.74,9.58806111379024,37.49577050501892,2.3011757985092417e-05,325.55434146425705,24.92658131391792,107.54430360889381,4.5,7.09,11669.0,101886.22259989922,4.248436431146097,0.0
420,20.5,98363.0,0.0,208.34046065103274,63.97,11.842598954518472,33.57814336150314,0.006276001254195962,23.975116091450484,76.14060556392442,68.15708382724475,3.0,7.72,10958.0,73120.78259989925,5.7923272889582895,0.0
421,24.8,101576.0,2.0,173.5256844860875,58.05,10.553489661314485,28.300775040123728,0.0015021789047133822,244.94477663205444,6.290849349153645,0.0,2.5,6.75,12728.0,46410.18259989925,5.04,1.0
422,23.0,98213.0,,191.71410454048956,60.34,24.955445430020333,30.435189896767174,0.0004512008949692288,319.324288738973,4.782352344501252,0.0,2.0,8.08,13907.0,54842.18259989924,4.86,1.0
423,24.0,110100.0,1.0,210.2210058739571,64.2,29.38952313020632,33.44417728869609,6.139528874212547e-05,198.27078221123932,6.379946927575232,102.6210413107104,4.5,8.13,16093.0,84268.18259989924,4.97,1.0
424,27.9,97421.0,3.0,220.45857643265776,73.1,88.91688189223123,34.52699576475949,0.003147896384796181,297.825434992741,19.85750254273593,61.76029108005716,1.5,7.09,11414.0,84901.18259989924,3.1028443837047432,0.0
425,23.0,106156.0,0.0,214.60716325400367,58.76,98.72560879183133,33.913955030941686,0.000880428384234601,67.27277586932865,5.995093830775923,49.3870809761882,1.0,6.7,13368.0,76175.18259989924,5.03,1.0
426,21.6,99237.0,6.0,234.33493058071392,64.2,103.81459112009706,37.10724396915599,0.001415970101316651,231.48782714849824,12.749501634274985,4.76048889917837,3.5,7.82,11694.0,106913.74259989921,4.226394729890659,0.0
427,22.3,100326.0,1.0,177.4787974704928,61.97,59.27728135048951,28.09604158869697,0.00418375262955585,67.55927800294185,2.063556401008365,26.991342733984716,3.0,7.32,11704.0,40634.18259989925,4.89,1.0
428,17.6,90216.0,2.0,222.0925121373053,58.58,77.25647151293148,34.35038017202781,0.006959025469925204,270.3467367126589,4.732950181437108,12.865439406617867,5.0,7.5,14334.0,82243.18259989924,4.96,1.0
429,33.1,101876.0,3.0,226.31456848285518,68.77,17.826741057889326,35.63720046296464,0.004166141184733816,219.8429146116441,21.482944177238064,0.0,2.5,7.23,11062.0,88268.14259989923,3.8734903470965643,0.0
430,15.7,98614.0,0.0,176.3924881383198,64.85,37.84031805495505,28.44559647009547,0.005161229820739546,110.3812255906585,10.586044400523683,107.58388931434217,5.5,7.68,13831.0,45282.18259989925,5.12,1.0
431,10.3,104804.0,3.0,253.18480313781072,61.03,64.67952577236676,39.620502609050696,0.005320813640755873,27.00364205042671,20.142844338651752,58.893494377141266,4.0,7.05,11794.0,124798.54259989923,4.274373960804246,1.0
432,17.4,98478.0,4.0,188.9234833058887,59.79,38.39333441527597,30.398804910055976,0.00022786063210331,243.4134378054654,6.050776816326522,3.058191057849246,5.0,7.2,16678.0,51959.18259989924,4.75,1.0
433,19.2,96771.0,6.0,237.4097254805835,53.64,103.89705714485814,37.34063454702311,0.0018453594963388873,207.29447718964815,11.016567314177445,41.83388745364912,5.0,7.64,12117.0,104409.10259989926,4.17516411216836,0.0
434,,103487.0,4.0,188.3229917036299,55.76,99.13582562343701,29.436696677524697,0.004168325828699012,164.0724697925891,6.831412196151997,10.503935260360937,1.5,6.77,13439.0,49526.18259989924,4.97,1.0
435,19.7,98310.0,0.0,199.34849135287251,57.89,28.87163852538289,31.359054138923653,1.8645085473970927e-05,326.4010317633572,24.427610349523313,99.36084624775687,4.5,6.66,9637.0,62277.582599899244,5.608172644982691,0.0
436,6.9,105375.0,0.0,202.56621917410004,78.68,66.60311558805907,32.969920029162864,0.00565919163800076,359.358780139942,10.801557658876177,21.483052314708154,2.0,6.78,12615.0,62635.18259989925,5.2,1.0
437,12.2,101383.0,1.0,172.45915653693152,73.5,98.02129094024906,26.771969999162707,0.0025714877281267246,143.75667684062904,17.155403476896456,2.1462739953459185,4.0,7.38,14415.0,38661.18259989925,5.15,1.0
438,13.3,104552.0,7.0,237.01648135521393,58.44,29.123026828339405,37.831557450162464,0.0013984257918192992,201.22091684582082,10.086176353948403,72.95365601282167,4.0,7.74,10912.0,112233.58259989924,3.4310596766565893,0.0
439,15.3,98709.0,3.0,221.3345123105129,65.75,99.80141819985108,34.935398669834136,0.00023305099739869039,4.730965994863192,23.10363004794535,69.89831819390427,3.0,6.75,15940.0,97031.98259989923,5.772458383651244,0.0
440,,100351.0,0.0,162.9712140886435,60.46,34.438603388685934,26.033394115514504,0.0007196573047379242,70.50250271665666,5.732340250568178,91.31135373062789,4.5,7.18,13151.0,40103.18259989925,4.97,1.0
441,18.8,107516.0,4.0,263.57267573083055,69.47,62.011854666452095,41.168913924049384,0.002450186750542582,153.69458718749203,51.419933306981285,0.0,5.0,6.77,8499.0,137823.34259989922,4.281250135310383,0.0
442,26.7,98323.0,0.0,223.35820542156756,58.87,21.66468990254247,36.174606966066186,0.0006601974679513388,127.03557843755344,23.062863181469577,94.9943924936309,4.0,7.11,15030.0,93119.18259989924,5.08,1.0
443,22.2,105961.0,0.0,208.5762086116957,58.38,40.24707548585039,32.90865651782587,0.006883253902391359,7.351223303295051,7.889922353992438,61.40605935548119,5.0,7.69,15206.0,57294.18259989924,4.88,1.0
444,26.6,93820.0,6.0,246.2519278893196,65.87,30.70003620243196,38.870848669107524,0.00027467012198129217,277.26129253726043,12.719217455310224,98.03724781977863,3.0,7.58,13058.0,118802.38259989923,4.547598793857472,0.0
445,17.8,102042.0,2.0,221.34051877058022,60.66,90.66147646868016,35.33789732606198,0.0010106728497357507,82.83864620352193,9.837379948032144,16.077022849739137,2.5,6.97,15862.0,85025.18259989924,4.88,1.0
446,21.6,93802.0,7.0,238.43993329962558,60.62,104.25345403993708,37.87419339752029,0.00043198495799880914,86.97910800084166,28.381548802786465,84.19673471629801,3.5,7.76,15233.0,114755.50259989926,4.117785877980223,0.0
447,23.5,108031.0,2.0,230.29987077188235,63.76,34.263928203494395,36.87342060609707,0.0011343285926694615,333.0171939067531,12.126217164691784,73.75604167863516,4.0,7.76,6130.0,98696.38259989923,5.466766508323504,0.0
448,8.3,105060.0,3.0,214.99959774885684,73.91,54.04839369724498,33.265199838604836,0.002802981770910178,8.37511855337127,19.95558009805577,0.0,4.0,7.01,13858.0,70858.18259989924,5.25,1.0
449,18.2,103448.0,7.0,226.1273519889684,61.43,106.72814678316841,36.255017740319026,0.0021741567598979454,32.102926725171834,44.89514623761623,48.83070230133248,2.5,6.95,11310.0,93137.98259989923,5.744494908022818,0.0
450,25.0,99958.0,2.0,,66.92,38.41460091537146,36.10887196019148,0.006246773600835323,285.4336102105285,13.529207121282305,93.9106685659395,5.0,7.68,10178.0,95596.30259989924,3.58813992446718,0.0
451,19.7,97013.0,4.0,220.03939037074377,58.3,46.21946169021742,35.59613478025736,0.0011334178405642487,322.2501046699084,5.533753676226848,54.357615548731175,4.0,5.85,8735.0,91426.78259989925,3.2262691036154294,0.0
452,30.0,99628.0,2.0,205.28797745180648,63.53,54.683976167066,32.843887233808665,0.00048609206354255027,331.29135363855806,14.391266589209177,47.958238695905195,5.0,7.72,11827.0,69063.18259989924,5.02,0.0
453,26.0,110930.0,0.0,207.0413843692394,72.36,16.62083603536079,33.000296240301786,0.00416155363238079,206.01026033027028,9.051753062587169,0.0,3.0,7.98,7428.0,69230.18259989924,4.6,1.0
454,26.4,103973.0,4.0,203.09042695729826,54.74,106.42993407257238,32.386949854688254,4.7240519172885294e-05,330.3627820366848,19.162197961919247,48.56524195836356,5.0,7.58,10082.0,67215.58259989924,5.636840719301338,0.0
455,26.1,104425.0,1.0,215.80098960639884,61.99,50.154880886589496,34.068708234816604,0.004431362700507357,339.8949222974776,10.840371784034826,64.14118049943141,4.5,7.18,11691.0,81191.18259989924,4.9,0.0
456,17.8,95188.0,6.0,204.40165282280634,62.14,21.960044862936385,32.13175816985032,0.0007859392624262291,137.62125048410945,22.008594047405136,35.96856819267291,4.5,7.87,8790.0,74939.98259989923,5.944750278441986,0.0
457,19.4,95589.0,3.0,246.0923833022439,61.69,44.83442565126351,38.63381146807322,0.003658764574004496,123.90577255685267,105.32071329681472,29.937080722070156,1.0,6.99,14458.0,108833.98259989923,5.875237868365751,0.0
458,21.2,93239.0,4.0,208.6585025434002,67.62,33.10498441262294,33.20959802157363,0.0064976407474993825,324.11898350198413,5.79440949199623,74.35156322158804,4.0,7.33,13414.0,73227.18259989924,4.79,1.0
459,18.6,102820.0,0.0,192.769520089004,62.19,32.18570545786635,29.968208919713156,0.008608544654477883,171.6103813722192,16.763850788179838,6.808495733665261,2.0,7.24,12249.0,47466.18259989924,4.94,1.0
460,25.1,97586.0,0.0,217.85809156819323,62.64,46.11479830560362,35.55249986784451,0.00034484389363009907,270.45272907832145,8.448176400733031,62.947644972686405,3.5,7.22,14471.0,85595.18259989924,4.93,1.0
461,28.8,101103.0,0.0,229.84230096674443,60.35,45.10241883885358,35.50665373113613,0.0012794706299276684,244.2334637483665,8.072933417571054,0.0,3.0,7.8,11779.0,84345.18259989924,4.66,0.0
462,21.1,93273.0,0.0,223.26040721005015,56.22,93.66117757780322,35.965278940668654,0.001973926070388493,278.6876094765366,18.016628764137305,64.07862521405278,4.5,6.34,10640.0,91498.06259989922,3.9319577646181645,0.0
463,19.9,95869.0,3.0,209.95533550631166,64.16,48.0947567553025,33.416525876484464,0.001600451494170452,227.06582263565448,5.772782427467314,78.29283417423298,4.0,6.62,11246.0,67443.18259989924,5.05,0.0
464,22.8,97921.0,6.0,225.0252983732136,46.93,4.968027736170664,36.1812575626203,3.359506116117193e-05,265.31228159723423,14.321039256091087,61.132320023818465,6.0,7.71,12195.0,94739.98259989923,5.653542370262435,0.0
465,15.5,93884.0,0.0,192.28334026592114,68.97,28.8261656715865,30.733452803572447,0.0038962712640420653,215.66341421704573,6.2089078720185755,0.0,5.0,7.45,12386.0,53751.18259989924,5.07,1.0
466,23.5,99743.0,3.0,210.67735421718854,65.38,49.65432590987051,34.04968482164025,0.0003574644266777834,178.6385031241118,7.943255908269672,11.124027983471947,5.5,7.4,11746.0,78346.78259989925,3.4191347975878217,0.0
467,21.8,101609.0,0.0,185.17332184694206,46.65,46.00652684044772,29.35402659700358,0.00013902110247277953,0.7147460607907075,7.461757887506461,93.60437766986894,3.0,7.19,12408.0,51591.18259989924,5.01,1.0
468,23.1,105335.0,1.0,221.2189835878501,61.23,44.16045043999171,35.52965204580725,0.0032548718987395293,157.550340732507,6.321845257529676,49.95028446205221,4.5,8.25,12115.0,85136.18259989924,4.86,0.0
469,22.3,101872.0,4.0,262.74817830925844,70.72,19.47758197146388,40.9863509025809,0.0005501766433574767,206.04794301158927,21.724177572611744,111.33591972659428,3.0,6.59,9386.0,145194.70259989926,3.9661192571499337,0.0
470,16.3,98323.0,0.0,162.9364571616411,63.08,35.45569860775835,24.867105818332995,0.00409330805813424,113.27656641524483,6.933248170053551,48.336193411145956,2.5,7.21,12066.0,38234.18259989925,4.96,1.0
